---,Actor,Location,Rotation,Scale,Meshes
Row_21,/Script/Engine.BlueprintGeneratedClass'/Game/CPP_BP/battlefield_BP.battlefield_BP_C',"(X=62529.167969,Y=55341.015625,Z=1401.699219)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_22,/Script/Engine.BlueprintGeneratedClass'/Game/CPP_BP/battlefield_BP.battlefield_BP_C',"(X=2876.921875,Y=8233.699219,Z=1401.699219)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_23,/Script/Engine.BlueprintGeneratedClass'/Game/CPP_BP/battlefield_BP.battlefield_BP_C',"(X=-53306.519531,Y=16965.285156,Z=1401.699219)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_24,/Script/Engine.BlueprintGeneratedClass'/Game/CPP_BP/battlefield_BP.battlefield_BP_C',"(X=-45293.027344,Y=-57848.433594,Z=1401.699219)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_25,/Script/Engine.BlueprintGeneratedClass'/Game/CPP_BP/battlefield_BP.battlefield_BP_C',"(X=38934.867188,Y=41445.105469,Z=1401.699219)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_26,/Script/Engine.BlueprintGeneratedClass'/Game/CPP_BP/BP_BuildingMaster.BP_BuildingMaster_C',"(X=-14974.635742,Y=21739.933594,Z=315.448403)","(Pitch=0.000000,Yaw=272.527832,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Road/borderMesh.borderMesh'',Materials=(Material'""/Game/NotStronghold/Road/M_FieldBorderSegmentMat""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/dirtPlane.dirtPlane'',Materials=(Material'""/Game/NotStronghold/Engine/dirtPlaneMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/dirtPlane.dirtPlane'',Materials=(Material'""/Game/NotStronghold/Engine/dirtPlaneMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/dirtPlane.dirtPlane'',Materials=(Material'""/Game/NotStronghold/Engine/dirtPlaneMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/dirtPlane.dirtPlane'',Materials=(Material'""/Game/NotStronghold/Engine/dirtPlaneMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/dirtPlane.dirtPlane'',Materials=(Material'""/Game/NotStronghold/Engine/dirtPlaneMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/dirtPlane.dirtPlane'',Materials=(Material'""/Game/NotStronghold/Engine/dirtPlaneMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/dirtPlane.dirtPlane'',Materials=(Material'""/Game/NotStronghold/Engine/dirtPlaneMaterial""')))"
Row_27,/Script/Engine.BlueprintGeneratedClass'/Game/CPP_BP/BP_BuildingMaster.BP_BuildingMaster_C',"(X=1244.254395,Y=1208.621460,Z=138.626952)","(Pitch=0.000000,Yaw=79.999985,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Road/borderMesh.borderMesh'',Materials=(Material'""/Game/NotStronghold/Road/M_FieldBorderSegmentMat""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/dirtPlane.dirtPlane'',Materials=(Material'""/Game/NotStronghold/Engine/dirtPlaneMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/dirtPlane.dirtPlane'',Materials=(Material'""/Game/NotStronghold/Engine/dirtPlaneMaterial""')))"
Row_28,/Script/Engine.BlueprintGeneratedClass'/Game/CPP_BP/BP_BuildingMaster.BP_BuildingMaster_C',"(X=-14848.481445,Y=25872.863281,Z=166.914551)","(Pitch=0.000000,Yaw=34.576283,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Road/borderMesh.borderMesh'',Materials=(Material'""/Game/NotStronghold/Road/M_FieldBorderSegmentMat""')))"
Row_29,/Script/Engine.BlueprintGeneratedClass'/Game/CPP_BP/BP_Region.BP_Region_C',"(X=10506.972656,Y=80208.812500,Z=4680.843750)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Oak/stc_oak_tall_02.stc_oak_tall_02'',Materials=(MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Oak/Materials/STC_Separated_Trunk_Tall02""',MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_tiling/STC_Separated_Tiling_Inst""',MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_tiling/STC_Separated_Intersection_Inst""',Material'""/Game/ManorLords/Environment/Foliage/Trees/MasterMaterials/STC_SimpleBranch""',MaterialInstanceConstant'""/Game/ImpostorBaker/ImpostorLODs/ManorLordsImpostors/STC_Oak_tall_02_Impostor/MI_Impostor_oak_tall_02""',MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Oak/Materials/M_SimpleTreeBillboard_OakTall02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Oak/stc_oak_tall_3.stc_oak_tall_3'',Materials=(MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Oak/Materials/STC_Separated_Trunk_Inst""',MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_tiling/STC_Separated_Tiling_Inst""',MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_tiling/STC_Separated_Intersection_Inst""',Material'""/Game/ManorLords/Environment/Foliage/Trees/MasterMaterials/STC_SimpleBranch""',MaterialInstanceConstant'""/Game/ImpostorBaker/ImpostorLODs/ManorLordsImpostors/STC_Oak_tall_03_impostor/MI_Impostor_STC_oak_tall03""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Oak/stc_oak_photog_fat.stc_oak_photog_fat'',Materials=(MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Oak/Materials/STC_Separated_Trunk_Inst""',Material'""/Game/ManorLords/Environment/Foliage/Trees/MasterMaterials/STC_Separated_Tiling""',Material'""/Game/ManorLords/Environment/Foliage/Trees/MasterMaterials/STC_Separated_Intersection""',Material'""/Game/ManorLords/Environment/Foliage/Trees/MasterMaterials/STC_SimpleBranch""',MaterialInstanceConstant'""/Game/ImpostorBaker/ImpostorLODs/ManorLordsImpostors/STC_Oak_fat_impostor/MI_Impostor_STC_Oak_Fat""',MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Oak/Materials/M_SimpleTreeBillboard_OakTallWide""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Oak/stc_oak_photog_young_fat.stc_oak_photog_young_fat'',Materials=(MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_tiling/STC_Separated_TilingFadeClose_LowWind""',Material'""/Game/ManorLords/Environment/Foliage/Trees/MasterMaterials/STC_SimpleBranch""',MaterialInstanceConstant'""/Game/ImpostorBaker/ImpostorLODs/ManorLordsImpostors/STC_Oak_fat_young_impostor/MI_Impostor_STC_oak_fat_young""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Oak/stc_oak_photog_young_medium.stc_oak_photog_young_medium'',Materials=(MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_tiling/STC_Separated_TilingFadeClose_LowWind""',MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_branch/STC_SimpleBranch_LowWind""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Fir/fir_stc_Medium_01_reducedBranches.fir_stc_Medium_01_reducedBranches'',Materials=(MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Fir/Materials/M_Fir_STC_Trunk_Inst""',MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_branch/STC_SimpleBranch_Fir""',MaterialInstanceConstant'""/Game/ImpostorBaker/ImpostorLODs/ManorLordsImpostors/STC_fir_med_impostor/MI_Impostor_STC_fir_med_1""',MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Fir/Materials/M_SimpleTreeBillboard_FirMedium""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Fir/fir_stc_Small_01.fir_stc_Small_01'',Materials=(MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_branch/STC_SimpleBranch_Fir""',Material'""/Game/ManorLords/Environment/Foliage/Trees/Fir/Materials/M_Fir_STC_TilingTrunk""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Oak/OakYoungShrubReduced.OakYoungShrubReduced'',Materials=(MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Oak/Materials/STC_SimpleBranch_Shrub""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/FallenPineA_Blended/fallen_pine_A_blended_opt.fallen_pine_A_blended_opt'',Materials=(MaterialInstanceConstant'""/Game/Megascans/FallenPineA_Blended/forest_blended_asset_fallen_fir""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Fir/fir_stc_Small_02_Pruned.fir_stc_Small_02_Pruned'',Materials=(MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_branch/STC_SimpleBranch_Fir""',Material'""/Game/ManorLords/Environment/Foliage/Trees/Fir/Materials/M_Fir_STC_TilingTrunk""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/TreeVoyage/Stumps/parez_02_stump_ATT_3dhdscan.parez_02_stump_ATT_3dhdscan'',Materials=(Material'""/Game/NotStronghold/TreeVoyage/Stumps/stumpMat""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Mossy_Stones_Pack_tliiadmva/Mossy_Stones_Pack_LOD5_tliiadmva_2_grey.Mossy_Stones_Pack_LOD5_tliiadmva_2_grey'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Mossy_Stones_Pack_tliiadmva/Mossy_Stones_Pack_tliiadmva_00_inst_Grey""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/Wood_Log_rhfdj/Aset_wood_log_M_rhfdj_LOD5.Aset_wood_log_M_rhfdj_LOD5'',Materials=(MaterialInstanceConstant'""/Game/Megascans/Wood_Log_rhfdj/MI_rhfdj""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/FarForestProxy/farForestA.farForestA'',Materials=(Material'""/Game/ManorLords/Environment/FarForestProxy/farForestBaked""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/FallenTreeBlended/fallenTree_blended.fallenTree_blended'',Materials=(MaterialInstanceConstant'""/Game/Megascans/FallenTreeBlended/forest_blended_asset_Inst_fallen_tree""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/ShrubBillboardClumpTopped.ShrubBillboardClumpTopped'',Materials=(MaterialInstanceConstant'""/Game/ManorLords/Engine/Materials/MI_FadingBillboard_Willow""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Oak/stc_oak_photog_babyA.stc_oak_photog_babyA'',Materials=(MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_tiling/STC_Separated_TilingFadeClose""',MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Oak/Materials/STC_SimpleBranch_Shrub_NoCloseCull""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Fir/fir_stc_largeDead.fir_stc_largeDead'',Materials=(MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Fir/Materials/M_Fir_STC_Trunk_Inst""',MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Fir/Materials/M_Fir_STC_Trunk_Blended""',MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Fir/Materials/M_Fir_STC_Branches_dead""',MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Bills/STC_Bill_Mat_Rot""')))"
Row_30,/Script/Engine.BlueprintGeneratedClass'/Game/CPP_BP/BP_Region.BP_Region_C',"(X=73827.531250,Y=-16711.792969,Z=2870.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Oak/stc_oak_tall_02.stc_oak_tall_02'',Materials=(MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Oak/Materials/STC_Separated_Trunk_Tall02""',MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_tiling/STC_Separated_Tiling_Inst""',MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_tiling/STC_Separated_Intersection_Inst""',Material'""/Game/ManorLords/Environment/Foliage/Trees/MasterMaterials/STC_SimpleBranch""',MaterialInstanceConstant'""/Game/ImpostorBaker/ImpostorLODs/ManorLordsImpostors/STC_Oak_tall_02_Impostor/MI_Impostor_oak_tall_02""',MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Oak/Materials/M_SimpleTreeBillboard_OakTall02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Oak/stc_oak_tall_3.stc_oak_tall_3'',Materials=(MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Oak/Materials/STC_Separated_Trunk_Inst""',MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_tiling/STC_Separated_Tiling_Inst""',MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_tiling/STC_Separated_Intersection_Inst""',Material'""/Game/ManorLords/Environment/Foliage/Trees/MasterMaterials/STC_SimpleBranch""',MaterialInstanceConstant'""/Game/ImpostorBaker/ImpostorLODs/ManorLordsImpostors/STC_Oak_tall_03_impostor/MI_Impostor_STC_oak_tall03""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Oak/stc_oak_photog_fat.stc_oak_photog_fat'',Materials=(MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Oak/Materials/STC_Separated_Trunk_Inst""',Material'""/Game/ManorLords/Environment/Foliage/Trees/MasterMaterials/STC_Separated_Tiling""',Material'""/Game/ManorLords/Environment/Foliage/Trees/MasterMaterials/STC_Separated_Intersection""',Material'""/Game/ManorLords/Environment/Foliage/Trees/MasterMaterials/STC_SimpleBranch""',MaterialInstanceConstant'""/Game/ImpostorBaker/ImpostorLODs/ManorLordsImpostors/STC_Oak_fat_impostor/MI_Impostor_STC_Oak_Fat""',MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Oak/Materials/M_SimpleTreeBillboard_OakTallWide""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Oak/stc_oak_photog_young_fat.stc_oak_photog_young_fat'',Materials=(MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_tiling/STC_Separated_TilingFadeClose_LowWind""',Material'""/Game/ManorLords/Environment/Foliage/Trees/MasterMaterials/STC_SimpleBranch""',MaterialInstanceConstant'""/Game/ImpostorBaker/ImpostorLODs/ManorLordsImpostors/STC_Oak_fat_young_impostor/MI_Impostor_STC_oak_fat_young""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Oak/stc_oak_photog_young_medium.stc_oak_photog_young_medium'',Materials=(MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_tiling/STC_Separated_TilingFadeClose_LowWind""',MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_branch/STC_SimpleBranch_LowWind""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Fir/fir_stc_Medium_01_reducedBranches.fir_stc_Medium_01_reducedBranches'',Materials=(MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Fir/Materials/M_Fir_STC_Trunk_Inst""',MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_branch/STC_SimpleBranch_Fir""',MaterialInstanceConstant'""/Game/ImpostorBaker/ImpostorLODs/ManorLordsImpostors/STC_fir_med_impostor/MI_Impostor_STC_fir_med_1""',MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Fir/Materials/M_SimpleTreeBillboard_FirMedium""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Fir/fir_stc_Small_01.fir_stc_Small_01'',Materials=(MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_branch/STC_SimpleBranch_Fir""',Material'""/Game/ManorLords/Environment/Foliage/Trees/Fir/Materials/M_Fir_STC_TilingTrunk""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Oak/OakYoungShrubReduced.OakYoungShrubReduced'',Materials=(MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Oak/Materials/STC_SimpleBranch_Shrub""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/FallenPineA_Blended/fallen_pine_A_blended_opt.fallen_pine_A_blended_opt'',Materials=(MaterialInstanceConstant'""/Game/Megascans/FallenPineA_Blended/forest_blended_asset_fallen_fir""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Fir/fir_stc_Small_02_Pruned.fir_stc_Small_02_Pruned'',Materials=(MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_branch/STC_SimpleBranch_Fir""',Material'""/Game/ManorLords/Environment/Foliage/Trees/Fir/Materials/M_Fir_STC_TilingTrunk""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/TreeVoyage/Stumps/parez_02_stump_ATT_3dhdscan.parez_02_stump_ATT_3dhdscan'',Materials=(Material'""/Game/NotStronghold/TreeVoyage/Stumps/stumpMat""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Mossy_Stones_Pack_tliiadmva/Mossy_Stones_Pack_LOD5_tliiadmva_2_grey.Mossy_Stones_Pack_LOD5_tliiadmva_2_grey'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Mossy_Stones_Pack_tliiadmva/Mossy_Stones_Pack_tliiadmva_00_inst_Grey""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/Wood_Log_rhfdj/Aset_wood_log_M_rhfdj_LOD5.Aset_wood_log_M_rhfdj_LOD5'',Materials=(MaterialInstanceConstant'""/Game/Megascans/Wood_Log_rhfdj/MI_rhfdj""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/FarForestProxy/farForestA.farForestA'',Materials=(Material'""/Game/ManorLords/Environment/FarForestProxy/farForestBaked""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/FallenTreeBlended/fallenTree_blended.fallenTree_blended'',Materials=(MaterialInstanceConstant'""/Game/Megascans/FallenTreeBlended/forest_blended_asset_Inst_fallen_tree""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/ShrubBillboardClumpTopped.ShrubBillboardClumpTopped'',Materials=(MaterialInstanceConstant'""/Game/ManorLords/Engine/Materials/MI_FadingBillboard_Willow""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Oak/stc_oak_photog_babyA.stc_oak_photog_babyA'',Materials=(MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Oak_PG/texture_tiling/STC_Separated_TilingFadeClose""',MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Oak/Materials/STC_SimpleBranch_Shrub_NoCloseCull""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/Trees/Fir/fir_stc_largeDead.fir_stc_largeDead'',Materials=(MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Fir/Materials/M_Fir_STC_Trunk_Inst""',MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Fir/Materials/M_Fir_STC_Trunk_Blended""',MaterialInstanceConstant'""/Game/ManorLords/Environment/Foliage/Trees/Fir/Materials/M_Fir_STC_Branches_dead""',MaterialInstanceConstant'""/Game/NotStronghold/TreeVoyage/STC_Bills/STC_Bill_Mat_Rot""')))"
